"","GO.ID","Term","Annotated","Significant","Expected","Rank in elimFisher","classicFisher","elimFisher"
"995","GO:0008380","RNA splicing",308,0,0.57,995,"1.000","1.0000"
"996","GO:0008535","respiratory chain complex IV assembly",8,0,0.01,996,"1.000","1.0000"
"997","GO:0008544","epidermis development",5,0,0.01,997,"1.000","1.0000"
"998","GO:0008608","attachment of spindle microtubules to kinetochore",10,0,0.02,998,"1.000","1.0000"
"999","GO:0008614","pyridoxine metabolic process",6,0,0.01,999,"1.000","1.0000"
"1000","GO:0008615","pyridoxine biosynthetic process",5,0,0.01,1000,"1.000","1.0000"
"1001","GO:0008643","carbohydrate transport",66,0,0.12,1001,"1.000","1.0000"
"1002","GO:0008645","hexose transmembrane transport",11,0,0.02,1002,"1.000","1.0000"
"1003","GO:0008652","amino acid biosynthetic process",183,0,0.34,1003,"1.000","1.0000"
"1004","GO:0008654","phospholipid biosynthetic process",146,0,0.27,1004,"1.000","1.0000"
"1005","GO:0008655","pyrimidine-containing compound salvage",8,0,0.01,1005,"1.000","1.0000"
"1006","GO:0009051","pentose-phosphate shunt, oxidative branch",11,0,0.02,1006,"1.000","1.0000"
"1007","GO:0009052","pentose-phosphate shunt, non-oxidative branch",8,0,0.01,1007,"1.000","1.0000"
"1008","GO:0009061","anaerobic respiration",6,0,0.01,1008,"1.000","1.0000"
"1009","GO:0009062","fatty acid catabolic process",47,0,0.09,1009,"1.000","1.0000"
"1010","GO:0009063","amino acid catabolic process",90,0,0.17,1010,"1.000","1.0000"
"1011","GO:0009064","glutamine family amino acid metabolic process",74,0,0.14,1011,"1.000","1.0000"
"1012","GO:0009065","glutamine family amino acid catabolic process",20,0,0.04,1012,"1.000","1.0000"
"1013","GO:0009066","aspartate family amino acid metabolic process",61,0,0.11,1013,"1.000","1.0000"
"1014","GO:0009067","aspartate family amino acid biosynthetic process",44,0,0.08,1014,"1.000","1.0000"
"1015","GO:0009068","aspartate family amino acid catabolic process",9,0,0.02,1015,"1.000","1.0000"
"1016","GO:0009069","serine family amino acid metabolic process",57,0,0.11,1016,"1.000","1.0000"
"1017","GO:0009070","serine family amino acid biosynthetic process",40,0,0.07,1017,"1.000","1.0000"
"1018","GO:0009071","serine family amino acid catabolic process",18,0,0.03,1018,"1.000","1.0000"
"1019","GO:0009072","aromatic amino acid metabolic process",139,0,0.26,1019,"1.000","1.0000"
"1020","GO:0009073","aromatic amino acid family biosynthetic process",42,0,0.08,1020,"1.000","1.0000"
"1021","GO:0009074","aromatic amino acid family catabolic process",21,0,0.04,1021,"1.000","1.0000"
"1022","GO:0009081","branched-chain amino acid metabolic process",45,0,0.08,1022,"1.000","1.0000"
"1023","GO:0009082","branched-chain amino acid biosynthetic process",23,0,0.04,1023,"1.000","1.0000"
"1024","GO:0009083","branched-chain amino acid catabolic process",22,0,0.04,1024,"1.000","1.0000"
"1025","GO:0009084","glutamine family amino acid biosynthetic process",38,0,0.07,1025,"1.000","1.0000"
"1026","GO:0009085","lysine biosynthetic process",16,0,0.03,1026,"1.000","1.0000"
"1027","GO:0009086","methionine biosynthetic process",21,0,0.04,1027,"1.000","1.0000"
"1028","GO:0009088","threonine biosynthetic process",10,0,0.02,1028,"1.000","1.0000"
"1029","GO:0009089","lysine biosynthetic process via diaminopimelate",14,0,0.03,1029,"1.000","1.0000"
"1030","GO:0009092","homoserine metabolic process",9,0,0.02,1030,"1.000","1.0000"
"1031","GO:0009094","L-phenylalanine biosynthetic process",12,0,0.02,1031,"1.000","1.0000"
"1032","GO:0009095","aromatic amino acid family biosynthetic process, prephenate pathway",15,0,0.03,1032,"1.000","1.0000"
"1033","GO:0009097","isoleucine biosynthetic process",14,0,0.03,1033,"1.000","1.0000"
"1034","GO:0009098","leucine biosynthetic process",11,0,0.02,1034,"1.000","1.0000"
"1035","GO:0009099","valine biosynthetic process",11,0,0.02,1035,"1.000","1.0000"
"1036","GO:0009100","glycoprotein metabolic process",181,0,0.33,1036,"1.000","1.0000"
"1037","GO:0009101","glycoprotein biosynthetic process",166,0,0.31,1037,"1.000","1.0000"
"1038","GO:0009110","vitamin biosynthetic process",79,0,0.15,1038,"1.000","1.0000"
"1039","GO:0009112","nucleobase metabolic process",38,0,0.07,1039,"1.000","1.0000"
"1040","GO:0009113","purine nucleobase biosynthetic process",10,0,0.02,1040,"1.000","1.0000"
"1041","GO:0009116","nucleoside metabolic process",28,0,0.05,1041,"1.000","1.0000"
"1042","GO:0009117","nucleotide metabolic process",310,0,0.57,1042,"1.000","1.0000"
"1043","GO:0009119","ribonucleoside metabolic process",16,0,0.03,1043,"1.000","1.0000"
"1044","GO:0009123","nucleoside monophosphate metabolic process",47,0,0.09,1044,"1.000","1.0000"
"1045","GO:0009124","nucleoside monophosphate biosynthetic process",46,0,0.08,1045,"1.000","1.0000"
"1046","GO:0009126","purine nucleoside monophosphate metabolic process",25,0,0.05,1046,"1.000","1.0000"
"1047","GO:0009127","purine nucleoside monophosphate biosynthetic process",25,0,0.05,1047,"1.000","1.0000"
"1048","GO:0009129","pyrimidine nucleoside monophosphate metabolic process",17,0,0.03,1048,"1.000","1.0000"
"1049","GO:0009130","pyrimidine nucleoside monophosphate biosynthetic process",16,0,0.03,1049,"1.000","1.0000"
"1050","GO:0009132","nucleoside diphosphate metabolic process",72,0,0.13,1050,"1.000","1.0000"
"1051","GO:0009133","nucleoside diphosphate biosynthetic process",6,0,0.01,1051,"1.000","1.0000"
"1052","GO:0009134","nucleoside diphosphate catabolic process",7,0,0.01,1052,"1.000","1.0000"
"1053","GO:0009135","purine nucleoside diphosphate metabolic process",59,0,0.11,1053,"1.000","1.0000"
"1054","GO:0009138","pyrimidine nucleoside diphosphate metabolic process",6,0,0.01,1054,"1.000","1.0000"
"1055","GO:0009139","pyrimidine nucleoside diphosphate biosynthetic process",6,0,0.01,1055,"1.000","1.0000"
"1056","GO:0009141","nucleoside triphosphate metabolic process",128,0,0.24,1056,"1.000","1.0000"
"1057","GO:0009142","nucleoside triphosphate biosynthetic process",60,0,0.11,1057,"1.000","1.0000"
"1058","GO:0009143","nucleoside triphosphate catabolic process",5,0,0.01,1058,"1.000","1.0000"
"1059","GO:0009144","purine nucleoside triphosphate metabolic process",109,0,0.2,1059,"1.000","1.0000"
"1060","GO:0009145","purine nucleoside triphosphate biosynthetic process",44,0,0.08,1060,"1.000","1.0000"
"1061","GO:0009147","pyrimidine nucleoside triphosphate metabolic process",21,0,0.04,1061,"1.000","1.0000"
"1062","GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process",19,0,0.04,1062,"1.000","1.0000"
"1063","GO:0009150","purine ribonucleotide metabolic process",205,0,0.38,1063,"1.000","1.0000"
"1064","GO:0009152","purine ribonucleotide biosynthetic process",106,0,0.2,1064,"1.000","1.0000"
"1065","GO:0009156","ribonucleoside monophosphate biosynthetic process",41,0,0.08,1065,"1.000","1.0000"
"1066","GO:0009157","deoxyribonucleoside monophosphate biosynthetic process",5,0,0.01,1066,"1.000","1.0000"
"1067","GO:0009161","ribonucleoside monophosphate metabolic process",42,0,0.08,1067,"1.000","1.0000"
"1068","GO:0009162","deoxyribonucleoside monophosphate metabolic process",5,0,0.01,1068,"1.000","1.0000"
"1069","GO:0009163","nucleoside biosynthetic process",6,0,0.01,1069,"1.000","1.0000"
"1070","GO:0009164","nucleoside catabolic process",9,0,0.02,1070,"1.000","1.0000"
"1071","GO:0009165","nucleotide biosynthetic process",163,0,0.3,1071,"1.000","1.0000"
"1072","GO:0009166","nucleotide catabolic process",10,0,0.02,1072,"1.000","1.0000"
"1073","GO:0009167","purine ribonucleoside monophosphate metabolic process",25,0,0.05,1073,"1.000","1.0000"
"1074","GO:0009168","purine ribonucleoside monophosphate biosynthetic process",25,0,0.05,1074,"1.000","1.0000"
"1075","GO:0009173","pyrimidine ribonucleoside monophosphate metabolic process",13,0,0.02,1075,"1.000","1.0000"
"1076","GO:0009174","pyrimidine ribonucleoside monophosphate biosynthetic process",12,0,0.02,1076,"1.000","1.0000"
"1077","GO:0009179","purine ribonucleoside diphosphate metabolic process",59,0,0.11,1077,"1.000","1.0000"
"1078","GO:0009185","ribonucleoside diphosphate metabolic process",64,0,0.12,1078,"1.000","1.0000"
"1079","GO:0009188","ribonucleoside diphosphate biosynthetic process",5,0,0.01,1079,"1.000","1.0000"
"1080","GO:0009193","pyrimidine ribonucleoside diphosphate metabolic process",5,0,0.01,1080,"1.000","1.0000"
"1081","GO:0009194","pyrimidine ribonucleoside diphosphate biosynthetic process",5,0,0.01,1081,"1.000","1.0000"
"1082","GO:0009199","ribonucleoside triphosphate metabolic process",120,0,0.22,1082,"1.000","1.0000"
"1083","GO:0009201","ribonucleoside triphosphate biosynthetic process",57,0,0.11,1083,"1.000","1.0000"
"1084","GO:0009205","purine ribonucleoside triphosphate metabolic process",107,0,0.2,1084,"1.000","1.0000"
"1085","GO:0009206","purine ribonucleoside triphosphate biosynthetic process",44,0,0.08,1085,"1.000","1.0000"
"1086","GO:0009208","pyrimidine ribonucleoside triphosphate metabolic process",18,0,0.03,1086,"1.000","1.0000"
"1087","GO:0009209","pyrimidine ribonucleoside triphosphate biosynthetic process",18,0,0.03,1087,"1.000","1.0000"
"1088","GO:0009218","pyrimidine ribonucleotide metabolic process",28,0,0.05,1088,"1.000","1.0000"
"1089","GO:0009219","pyrimidine deoxyribonucleotide metabolic process",5,0,0.01,1089,"1.000","1.0000"
"1090","GO:0009220","pyrimidine ribonucleotide biosynthetic process",28,0,0.05,1090,"1.000","1.0000"
"1091","GO:0009221","pyrimidine deoxyribonucleotide biosynthetic process",5,0,0.01,1091,"1.000","1.0000"
"1092","GO:0009225","nucleotide-sugar metabolic process",58,0,0.11,1092,"1.000","1.0000"
"1093","GO:0009226","nucleotide-sugar biosynthetic process",47,0,0.09,1093,"1.000","1.0000"
"1094","GO:0009228","thiamine biosynthetic process",6,0,0.01,1094,"1.000","1.0000"
"1095","GO:0009229","thiamine diphosphate biosynthetic process",5,0,0.01,1095,"1.000","1.0000"
"1096","GO:0009231","riboflavin biosynthetic process",10,0,0.02,1096,"1.000","1.0000"
"1097","GO:0009240","isopentenyl diphosphate biosynthetic process",23,0,0.04,1097,"1.000","1.0000"
"1098","GO:0009247","glycolipid biosynthetic process",49,0,0.09,1098,"1.000","1.0000"
"1099","GO:0009249","protein lipoylation",7,0,0.01,1099,"1.000","1.0000"
"1100","GO:0009259","ribonucleotide metabolic process",231,0,0.43,1100,"1.000","1.0000"
"1101","GO:0009260","ribonucleotide biosynthetic process",131,0,0.24,1101,"1.000","1.0000"
"1102","GO:0009262","deoxyribonucleotide metabolic process",10,0,0.02,1102,"1.000","1.0000"
"1103","GO:0009263","deoxyribonucleotide biosynthetic process",7,0,0.01,1103,"1.000","1.0000"
"1104","GO:0009264","deoxyribonucleotide catabolic process",5,0,0.01,1104,"1.000","1.0000"
"1105","GO:0009265","2'-deoxyribonucleotide biosynthetic process",6,0,0.01,1105,"1.000","1.0000"
"1106","GO:0009267","cellular response to starvation",162,0,0.3,1106,"1.000","1.0000"
"1107","GO:0009268","response to pH",10,0,0.02,1107,"1.000","1.0000"
"1108","GO:0009269","response to desiccation",21,0,0.04,1108,"1.000","1.0000"
"1109","GO:0009292","horizontal gene transfer",29,0,0.05,1109,"1.000","1.0000"
"1110","GO:0009294","DNA-mediated transformation",29,0,0.05,1110,"1.000","1.0000"
"1111","GO:0009298","GDP-mannose biosynthetic process",7,0,0.01,1111,"1.000","1.0000"
"1112","GO:0009299","mRNA transcription",12,0,0.02,1112,"1.000","1.0000"
"1113","GO:0009303","rRNA transcription",12,0,0.02,1113,"1.000","1.0000"
"1114","GO:0009306","protein secretion",22,0,0.04,1114,"1.000","1.0000"
"1115","GO:0009308","amine metabolic process",220,0,0.41,1115,"1.000","1.0000"
"1116","GO:0009309","amine biosynthetic process",35,0,0.06,1116,"1.000","1.0000"
"1117","GO:0009310","amine catabolic process",11,0,0.02,1117,"1.000","1.0000"
"1118","GO:0009312","oligosaccharide biosynthetic process",44,0,0.08,1118,"1.000","1.0000"
"1119","GO:0009394","2'-deoxyribonucleotide metabolic process",8,0,0.01,1119,"1.000","1.0000"
"1120","GO:0009395","phospholipid catabolic process",20,0,0.04,1120,"1.000","1.0000"
"1121","GO:0009396","folic acid-containing compound biosynthetic process",15,0,0.03,1121,"1.000","1.0000"
"1122","GO:0009403","toxin biosynthetic process",21,0,0.04,1122,"1.000","1.0000"
"1123","GO:0009404","toxin metabolic process",50,0,0.09,1123,"1.000","1.0000"
"1124","GO:0009407","toxin catabolic process",30,0,0.06,1124,"1.000","1.0000"
"1125","GO:0009408","response to heat",392,0,0.72,1125,"1.000","1.0000"
"1126","GO:0009409","response to cold",665,0,1.23,1126,"1.000","1.0000"
"1127","GO:0009410","response to xenobiotic stimulus",9,0,0.02,1127,"1.000","1.0000"
"1128","GO:0009413","response to flooding",6,0,0.01,1128,"1.000","1.0000"
"1129","GO:0009423","chorismate biosynthetic process",11,0,0.02,1129,"1.000","1.0000"
"1130","GO:0009435","NAD biosynthetic process",9,0,0.02,1130,"1.000","1.0000"
"1131","GO:0009438","methylglyoxal metabolic process",9,0,0.02,1131,"1.000","1.0000"
"1132","GO:0009445","putrescine metabolic process",10,0,0.02,1132,"1.000","1.0000"
"1133","GO:0009446","putrescine biosynthetic process",5,0,0.01,1133,"1.000","1.0000"
"1134","GO:0009447","putrescine catabolic process",5,0,0.01,1134,"1.000","1.0000"
"1135","GO:0009452","7-methylguanosine RNA capping",5,0,0.01,1135,"1.000","1.0000"
"1136","GO:0009553","embryo sac development",172,0,0.32,1136,"1.000","1.0000"
"1137","GO:0009554","megasporogenesis",13,0,0.02,1137,"1.000","1.0000"
"1138","GO:0009556","microsporogenesis",30,0,0.06,1138,"1.000","1.0000"
"1139","GO:0009558","embryo sac cellularization",6,0,0.01,1139,"1.000","1.0000"
"1140","GO:0009559","embryo sac central cell differentiation",33,0,0.06,1140,"1.000","1.0000"
"1141","GO:0009560","embryo sac egg cell differentiation",5,0,0.01,1141,"1.000","1.0000"
"1142","GO:0009561","megagametogenesis",77,0,0.14,1142,"1.000","1.0000"
"1143","GO:0009566","fertilization",75,0,0.14,1143,"1.000","1.0000"
"1144","GO:0009567","double fertilization forming a zygote and endosperm",74,0,0.14,1144,"1.000","1.0000"
"1145","GO:0009581","detection of external stimulus",32,0,0.06,1145,"1.000","1.0000"
"1146","GO:0009582","detection of abiotic stimulus",32,0,0.06,1146,"1.000","1.0000"
"1147","GO:0009583","detection of light stimulus",24,0,0.04,1147,"1.000","1.0000"
"1148","GO:0009584","detection of visible light",6,0,0.01,1148,"1.000","1.0000"
"1149","GO:0009585","red, far-red light phototransduction",22,0,0.04,1149,"1.000","1.0000"
"1150","GO:0009593","detection of chemical stimulus",31,0,0.06,1150,"1.000","1.0000"
"1151","GO:0009595","detection of biotic stimulus",9,0,0.02,1151,"1.000","1.0000"
"1152","GO:0009606","tropism",175,0,0.32,1152,"1.000","1.0000"
"1153","GO:0009608","response to symbiont",11,0,0.02,1153,"1.000","1.0000"
"1154","GO:0009610","response to symbiotic fungus",9,0,0.02,1154,"1.000","1.0000"
"1155","GO:0009612","response to mechanical stimulus",21,0,0.04,1155,"1.000","1.0000"
"1156","GO:0009616","RNAi-mediated antiviral immune response",14,0,0.03,1156,"1.000","1.0000"
"1157","GO:0009624","response to nematode",82,0,0.15,1157,"1.000","1.0000"
"1158","GO:0009625","response to insect",30,0,0.06,1158,"1.000","1.0000"
"1159","GO:0009626","plant-type hypersensitive response",79,0,0.15,1159,"1.000","1.0000"
"1160","GO:0009629","response to gravity",102,0,0.19,1160,"1.000","1.0000"
"1161","GO:0009630","gravitropism",91,0,0.17,1161,"1.000","1.0000"
"1162","GO:0009631","cold acclimation",64,0,0.12,1162,"1.000","1.0000"
"1163","GO:0009635","response to herbicide",9,0,0.02,1163,"1.000","1.0000"
"1164","GO:0009636","response to toxic substance",156,0,0.29,1164,"1.000","1.0000"
"1165","GO:0009638","phototropism",36,0,0.07,1165,"1.000","1.0000"
"1166","GO:0009639","response to red or far red light",414,0,0.76,1166,"1.000","1.0000"
"1167","GO:0009640","photomorphogenesis",110,0,0.2,1167,"1.000","1.0000"
"1168","GO:0009641","shade avoidance",26,0,0.05,1168,"1.000","1.0000"
"1169","GO:0009643","photosynthetic acclimation",12,0,0.02,1169,"1.000","1.0000"
"1170","GO:0009644","response to high light intensity",73,0,0.13,1170,"1.000","1.0000"
"1171","GO:0009646","response to absence of light",48,0,0.09,1171,"1.000","1.0000"
"1172","GO:0009649","entrainment of circadian clock",17,0,0.03,1172,"1.000","1.0000"
"1173","GO:0009650","UV protection",9,0,0.02,1173,"1.000","1.0000"
"1174","GO:0009652","thigmotropism",5,0,0.01,1174,"1.000","1.0000"
"1175","GO:0009657","plastid organization",322,0,0.59,1175,"1.000","1.0000"
"1176","GO:0009658","chloroplast organization",246,0,0.45,1176,"1.000","1.0000"
"1177","GO:0009660","amyloplast organization",5,0,0.01,1177,"1.000","1.0000"
"1178","GO:0009662","etioplast organization",9,0,0.02,1178,"1.000","1.0000"
"1179","GO:0009663","plasmodesma organization",5,0,0.01,1179,"1.000","1.0000"
"1180","GO:0009664","plant-type cell wall organization",185,0,0.34,1180,"1.000","1.0000"
"1181","GO:0009668","plastid membrane organization",58,0,0.11,1181,"1.000","1.0000"
"1182","GO:0009682","induced systemic resistance",46,0,0.08,1182,"1.000","1.0000"
"1183","GO:0009683","indoleacetic acid metabolic process",11,0,0.02,1183,"1.000","1.0000"
"1184","GO:0009684","indoleacetic acid biosynthetic process",10,0,0.02,1184,"1.000","1.0000"
"1185","GO:0009686","gibberellin biosynthetic process",40,0,0.07,1185,"1.000","1.0000"
"1186","GO:0009687","abscisic acid metabolic process",43,0,0.08,1186,"1.000","1.0000"
"1187","GO:0009688","abscisic acid biosynthetic process",33,0,0.06,1187,"1.000","1.0000"
"1188","GO:0009690","cytokinin metabolic process",41,0,0.08,1188,"1.000","1.0000"
"1189","GO:0009691","cytokinin biosynthetic process",22,0,0.04,1189,"1.000","1.0000"
"1190","GO:0009692","ethylene metabolic process",31,0,0.06,1190,"1.000","1.0000"
"1191","GO:0009693","ethylene biosynthetic process",31,0,0.06,1191,"1.000","1.0000"
"1192","GO:0009694","jasmonic acid metabolic process",49,0,0.09,1192,"1.000","1.0000"
"1193","GO:0009695","jasmonic acid biosynthetic process",34,0,0.06,1193,"1.000","1.0000"
"1194","GO:0009696","salicylic acid metabolic process",50,0,0.09,1194,"1.000","1.0000"
"1195","GO:0009697","salicylic acid biosynthetic process",23,0,0.04,1195,"1.000","1.0000"
"1196","GO:0009698","phenylpropanoid metabolic process",147,0,0.27,1196,"1.000","1.0000"
"1197","GO:0009699","phenylpropanoid biosynthetic process",113,0,0.21,1197,"1.000","1.0000"
"1198","GO:0009700","indole phytoalexin biosynthetic process",21,0,0.04,1198,"1.000","1.0000"
"1199","GO:0009704","de-etiolation",13,0,0.02,1199,"1.000","1.0000"
"1200","GO:0009718","anthocyanin-containing compound biosynthetic process",40,0,0.07,1200,"1.000","1.0000"
"1201","GO:0009720","detection of hormone stimulus",8,0,0.01,1201,"1.000","1.0000"
"1202","GO:0009726","detection of endogenous stimulus",8,0,0.01,1202,"1.000","1.0000"
"1203","GO:0009733","response to auxin",425,0,0.78,1203,"1.000","1.0000"
"1204","GO:0009734","auxin-activated signaling pathway",120,0,0.22,1204,"1.000","1.0000"
"1205","GO:0009735","response to cytokinin",134,0,0.25,1205,"1.000","1.0000"
"1206","GO:0009736","cytokinin-activated signaling pathway",81,0,0.15,1206,"1.000","1.0000"
"1207","GO:0009739","response to gibberellin",142,0,0.26,1207,"1.000","1.0000"
"1208","GO:0009740","gibberellic acid mediated signaling pathway",58,0,0.11,1208,"1.000","1.0000"
"1209","GO:0009742","brassinosteroid mediated signaling pathway",82,0,0.15,1209,"1.000","1.0000"
"1210","GO:0009743","response to carbohydrate",217,0,0.4,1210,"1.000","1.0000"
"1211","GO:0009744","response to sucrose",86,0,0.16,1211,"1.000","1.0000"
"1212","GO:0009746","response to hexose",86,0,0.16,1212,"1.000","1.0000"
"1213","GO:0009749","response to glucose",82,0,0.15,1213,"1.000","1.0000"
"1214","GO:0009750","response to fructose",21,0,0.04,1214,"1.000","1.0000"
"1215","GO:0009756","carbohydrate mediated signaling",47,0,0.09,1215,"1.000","1.0000"
"1216","GO:0009757","hexose mediated signaling",11,0,0.02,1216,"1.000","1.0000"
"1217","GO:0009759","indole glucosinolate biosynthetic process",12,0,0.02,1217,"1.000","1.0000"
"1218","GO:0009765","photosynthesis, light harvesting",44,0,0.08,1218,"1.000","1.0000"
"1219","GO:0009767","photosynthetic electron transport chain",67,0,0.12,1219,"1.000","1.0000"
"1220","GO:0009768","photosynthesis, light harvesting in photosystem I",26,0,0.05,1220,"1.000","1.0000"
"1221","GO:0009769","photosynthesis, light harvesting in photosystem II",9,0,0.02,1221,"1.000","1.0000"
"1222","GO:0009772","photosynthetic electron transport in photosystem II",16,0,0.03,1222,"1.000","1.0000"
"1223","GO:0009773","photosynthetic electron transport in photosystem I",17,0,0.03,1223,"1.000","1.0000"
"1224","GO:0009786","regulation of asymmetric cell division",12,0,0.02,1224,"1.000","1.0000"
"1225","GO:0009789","positive regulation of abscisic acid-activated signaling pathway",52,0,0.1,1225,"1.000","1.0000"
"1226","GO:0009798","axis specification",59,0,0.11,1226,"1.000","1.0000"
"1227","GO:0009799","specification of symmetry",11,0,0.02,1227,"1.000","1.0000"
"1228","GO:0009804","coumarin metabolic process",11,0,0.02,1228,"1.000","1.0000"
"1229","GO:0009805","coumarin biosynthetic process",8,0,0.01,1229,"1.000","1.0000"
"1230","GO:0009808","lignin metabolic process",78,0,0.14,1230,"1.000","1.0000"
"1231","GO:0009809","lignin biosynthetic process",64,0,0.12,1231,"1.000","1.0000"
"1232","GO:0009812","flavonoid metabolic process",194,0,0.36,1232,"1.000","1.0000"
"1233","GO:0009813","flavonoid biosynthetic process",121,0,0.22,1233,"1.000","1.0000"
"1234","GO:0009819","drought recovery",12,0,0.02,1234,"1.000","1.0000"
"1235","GO:0009823","cytokinin catabolic process",6,0,0.01,1235,"1.000","1.0000"
"1236","GO:0009825","multidimensional cell growth",50,0,0.09,1236,"1.000","1.0000"
"1237","GO:0009826","unidimensional cell growth",518,0,0.96,1237,"1.000","1.0000"
"1238","GO:0009827","plant-type cell wall modification",65,0,0.12,1238,"1.000","1.0000"
"1239","GO:0009828","plant-type cell wall loosening",35,0,0.06,1239,"1.000","1.0000"
"1240","GO:0009831","plant-type cell wall modification involved in multidimensional cell growth",9,0,0.02,1240,"1.000","1.0000"
"1241","GO:0009832","plant-type cell wall biogenesis",318,0,0.59,1241,"1.000","1.0000"
"1242","GO:0009833","plant-type primary cell wall biogenesis",23,0,0.04,1242,"1.000","1.0000"
"1243","GO:0009834","plant-type secondary cell wall biogenesis",121,0,0.22,1243,"1.000","1.0000"
"1244","GO:0009838","abscission",38,0,0.07,1244,"1.000","1.0000"
"1245","GO:0009845","seed germination",196,0,0.36,1245,"1.000","1.0000"
"1246","GO:0009846","pollen germination",87,0,0.16,1246,"1.000","1.0000"
"1247","GO:0009850","auxin metabolic process",72,0,0.13,1247,"1.000","1.0000"
"1248","GO:0009851","auxin biosynthetic process",41,0,0.08,1248,"1.000","1.0000"
"1249","GO:0009853","photorespiration",44,0,0.08,1249,"1.000","1.0000"
"1250","GO:0009854","oxidative photosynthetic carbon pathway",5,0,0.01,1250,"1.000","1.0000"
"1251","GO:0009855","determination of bilateral symmetry",10,0,0.02,1251,"1.000","1.0000"
"1252","GO:0009859","pollen hydration",5,0,0.01,1252,"1.000","1.0000"
"1253","GO:0009860","pollen tube growth",209,0,0.39,1253,"1.000","1.0000"
"1254","GO:0009861","jasmonic acid and ethylene-dependent systemic resistance",16,0,0.03,1254,"1.000","1.0000"
"1255","GO:0009864","induced systemic resistance, jasmonic acid mediated signaling pathway",13,0,0.02,1255,"1.000","1.0000"
"1256","GO:0009873","ethylene-activated signaling pathway",89,0,0.16,1256,"1.000","1.0000"
"1257","GO:0009875","pollen-pistil interaction",32,0,0.06,1257,"1.000","1.0000"
"1258","GO:0009880","embryonic pattern specification",28,0,0.05,1258,"1.000","1.0000"
"1259","GO:0009889","regulation of biosynthetic process",2902,0,5.36,1259,"1.000","1.0000"
"1260","GO:0009890","negative regulation of biosynthetic process",400,0,0.74,1260,"1.000","1.0000"
"1261","GO:0009891","positive regulation of biosynthetic process",601,0,1.11,1261,"1.000","1.0000"
"1262","GO:0009894","regulation of catabolic process",181,0,0.33,1262,"1.000","1.0000"
"1263","GO:0009895","negative regulation of catabolic process",21,0,0.04,1263,"1.000","1.0000"
"1264","GO:0009896","positive regulation of catabolic process",126,0,0.23,1264,"1.000","1.0000"
"1265","GO:0009900","dehiscence",39,0,0.07,1265,"1.000","1.0000"
"1266","GO:0009901","anther dehiscence",26,0,0.05,1266,"1.000","1.0000"
"1267","GO:0009902","chloroplast relocation",19,0,0.04,1267,"1.000","1.0000"
"1268","GO:0009903","chloroplast avoidance movement",11,0,0.02,1268,"1.000","1.0000"
"1269","GO:0009904","chloroplast accumulation movement",9,0,0.02,1269,"1.000","1.0000"
"1270","GO:0009910","negative regulation of flower development",55,0,0.1,1270,"1.000","1.0000"
"1271","GO:0009913","epidermal cell differentiation",5,0,0.01,1271,"1.000","1.0000"
"1272","GO:0009914","hormone transport",140,0,0.26,1272,"1.000","1.0000"
"1273","GO:0009920","cell plate formation involved in plant-type cell wall biogenesis",9,0,0.02,1273,"1.000","1.0000"
"1274","GO:0009926","auxin polar transport",109,0,0.2,1274,"1.000","1.0000"
"1275","GO:0009932","cell tip growth",255,0,0.47,1275,"1.000","1.0000"
"1276","GO:0009933","meristem structural organization",111,0,0.2,1276,"1.000","1.0000"
"1277","GO:0009934","regulation of meristem structural organization",27,0,0.05,1277,"1.000","1.0000"
"1278","GO:0009937","regulation of gibberellic acid mediated signaling pathway",28,0,0.05,1278,"1.000","1.0000"
"1279","GO:0009938","negative regulation of gibberellic acid mediated signaling pathway",18,0,0.03,1279,"1.000","1.0000"
"1280","GO:0009939","positive regulation of gibberellic acid mediated signaling pathway",9,0,0.02,1280,"1.000","1.0000"
"1281","GO:0009942","longitudinal axis specification",10,0,0.02,1281,"1.000","1.0000"
"1282","GO:0009943","adaxial/abaxial axis specification",33,0,0.06,1282,"1.000","1.0000"
"1283","GO:0009944","polarity specification of adaxial/abaxial axis",29,0,0.05,1283,"1.000","1.0000"
"1284","GO:0009954","proximal/distal pattern formation",10,0,0.02,1284,"1.000","1.0000"
"1285","GO:0009955","adaxial/abaxial pattern specification",58,0,0.11,1285,"1.000","1.0000"
"1286","GO:0009956","radial pattern formation",36,0,0.07,1286,"1.000","1.0000"
"1287","GO:0009958","positive gravitropism",35,0,0.06,1287,"1.000","1.0000"
"1288","GO:0009959","negative gravitropism",21,0,0.04,1288,"1.000","1.0000"
"1289","GO:0009960","endosperm development",39,0,0.07,1289,"1.000","1.0000"
"1290","GO:0009962","regulation of flavonoid biosynthetic process",42,0,0.08,1290,"1.000","1.0000"
"1291","GO:0009963","positive regulation of flavonoid biosynthetic process",11,0,0.02,1291,"1.000","1.0000"
"1292","GO:0009965","leaf morphogenesis",130,0,0.24,1292,"1.000","1.0000"
"1293","GO:0009967","positive regulation of signal transduction",94,0,0.17,1293,"1.000","1.0000"
"1294","GO:0009969","xyloglucan biosynthetic process",18,0,0.03,1294,"1.000","1.0000"
"1295","GO:0009970","cellular response to sulfate starvation",11,0,0.02,1295,"1.000","1.0000"
"1296","GO:0009988","cell-cell recognition",5,0,0.01,1296,"1.000","1.0000"
"1297","GO:0009991","response to extracellular stimulus",337,0,0.62,1297,"1.000","1.0000"
