ID,In VCF?,As,Ca,Cd,Co,Cu,Fe,K,Li,Mg,Mn,Mo,Na,Ni,P,Rb,S,Se,Sr,Zn
DRA_1,n,1.307600388,702.2566212,0.872529449,0.4973544,6.719586503,713.7150832,134.5751904,0.00729083,462.5384787,444.9312206,0.696031963,59.39665506,1.362704469,151.3657465,0.045898301,1901.370125,0.76484531,2.661478565,133.819707
DRA_2a,n,0.934927701,723.5731783,0.686046737,0.482428954,6.270264902,720.3075335,141.3622269,0.007522664,465.0112692,470.7378269,0.71365363,63.93602779,1.315489677,130.5839905,0.046176984,1519.760092,0.95262977,2.530766424,82.39567007
DRA_2b,n,1.136978385,698.8742739,0.80183801,0.482605847,6.532302817,725.9724212,136.9671671,0.007072112,466.4045903,499.9381943,0.728067758,61.72966437,1.348625744,160.4976956,0.047233537,1642.62039,0.715046032,2.528086006,109.8516893
DUN_1,n,0.2,762.8,0,0,0.4,67.6,49.3,0,79.4,7.4,0,60.2,0.1,21.8,0.1,24.9,0,3,1
DUN_2,n,0.3,4211.8,0.4,0.1,3.6,247.6,1309,0.1,1845.6,58,0.1,932.6,0.8,438.4,0.3,369.4,0,18.9,35.5
DUN-1_1,n,0.060277713,386.2996388,0.021257238,0.023783586,0.45759466,14.82708971,23.11433501,0.001557795,74.57381827,3.814302135,0.009519913,32.42596683,0.051318431,78.4966464,0.024668032,-2.64463016,0.109905073,1.782123375,10.03684399
DUN-1_2,n,0.051631028,419.5455005,0.013552843,0.025652087,0.756657297,17.85950031,27.0557743,0.002862232,86.73709057,4.882277741,0.009771544,68.65608724,0.071702044,61.70349191,0.025167609,18.22609309,0.118842896,1.917439651,7.325320023
DUN-1_3,n,0.054959872,341.5566176,0.017846159,0.020235724,0.412043649,11.28121865,22.07132473,0.001219562,65.66730436,3.243458446,0.007803715,28.52934286,0.043483604,66.09572158,0.024176943,-2.344115364,0.24566077,1.139212459,10.07079752
DYR_1,Imp,6.657977162,16310.05823,0.108027575,15.73448396,24.73172477,44611.58112,19489.88793,17.81873911,11836.82187,370.667801,1.054077303,17877.13005,29.28890868,1744.819499,87.23527552,341.8500386,0.395666531,311.7794156,98.2348393
DYR_2,Imp,6.657977162,16310.05823,0.108027575,15.73448396,24.73172477,44611.58112,19489.88793,17.81873911,11836.82187,370.667801,1.054077303,17877.13005,29.28890868,1744.819499,87.23527552,341.8500386,0.395666531,311.7794156,98.2348393
DYR_3,Imp,6.657977162,16310.05823,0.108027575,15.73448396,24.73172477,44611.58112,19489.88793,17.81873911,11836.82187,370.667801,1.054077303,17877.13005,29.28890868,1744.819499,87.23527552,341.8500386,0.395666531,311.7794156,98.2348393
DYR_4,Imp,6.657977162,16310.05823,0.108027575,15.73448396,24.73172477,44611.58112,19489.88793,17.81873911,11836.82187,370.667801,1.054077303,17877.13005,29.28890868,1744.819499,87.23527552,341.8500386,0.395666531,311.7794156,98.2348393
DYR_5,Imp,6.657977162,16310.05823,0.108027575,15.73448396,24.73172477,44611.58112,19489.88793,17.81873911,11836.82187,370.667801,1.054077303,17877.13005,29.28890868,1744.819499,87.23527552,341.8500386,0.395666531,311.7794156,98.2348393
ELI_1,y,0.44056429,795.438081,0.180070451,0.593327896,2.713713234,122.4581544,473.3990858,0.110562081,742.0620553,83.74272168,0.046290333,1928.32684,1.301435359,85.76253254,0.112383707,81.33123419,0.535961658,6.985739449,15.91584561
ELI_2,y,0.380786367,847.8575256,0.149551168,0.631025462,2.725745827,122.3639772,498.3947501,0.12278103,941.2575786,86.75168923,0.047953506,2024.568657,1.255727411,67.21619647,0.114567454,103.2374785,1.080791155,7.295115785,11.20645153
ELI_3,y,0.504209888,815.1098099,0.222127112,0.688598973,3.042262979,126.4643761,512.6220921,0.118793397,814.9887495,94.97264035,0.052274466,2124.467455,1.430214669,97.70262889,0.124923725,123.2047583,0.610757831,7.311598325,20.17662964
ELI_4,Avg,0.441853515,819.4684722,0.183916244,0.637650777,2.82724068,123.7621692,494.8053093,0.117378836,832.7694611,88.48901709,0.048839435,2025.787651,1.329125813,83.56045263,0.117291629,102.591157,0.742503548,7.19748452,15.76630893
ERS_1,y,3.53153504,448.0254188,0.243374454,0.886351037,1161.764939,109.2898011,352.9150926,0.036518425,694.1595283,149.3215867,0.138157669,5070.246708,4.752796012,66.34843005,0.213595439,805.7750419,0.396203249,5.568835615,273.6066491
ERS_2,y,2.367005119,459.7425261,0.177853675,0.827845237,1165.849877,124.5923599,348.5988104,0.037710914,678.2143038,154.2977445,0.148587757,4911.168765,4.206986938,48.19702003,0.209798654,630.2014001,0.398767131,5.719881288,168.6456747
ERS_3,y,3.722795219,449.6872576,0.235578879,0.803729116,1378.4958,128.5385595,324.2275048,0.034935073,623.6199644,115.2860729,0.14427689,4359.851923,4.240870377,67.45570316,0.211058403,699.5322875,0.401475954,5.634100066,279.0059873
ERS_4,Avg,3.207111793,452.4850675,0.218935669,0.839308463,1235.370205,120.8069068,341.9138026,0.036388137,665.3312655,139.6351347,0.143674105,4780.422465,4.400217776,60.66705108,0.211484165,711.8362432,0.398815445,5.64093899,240.419437
ESH_1a,n,0.24580181,764.0469207,0.036566215,0.048040963,1.39341789,51.25336611,286.9823056,0.120202773,1237.047744,190.156148,0.188890637,2251.957005,0.202861046,50.57878313,0.25250837,97.96047884,0.423103892,8.390813527,23.89762916
ESH_1b,n,0.268347901,769.8053025,0.048355044,0.048570712,1.475389123,49.77491575,284.6878174,0.115127949,1282.48185,202.447789,0.190226104,2222.491887,0.208050062,58.28805703,0.25561157,103.1445307,0.384476802,8.389444562,28.5299563
ESH_1c,n,0.271252649,739.8443053,0.050040868,0.046255579,1.444778725,43.28933545,270.3263021,0.117345456,1276.057315,201.0305537,0.188264976,2167.735838,0.202018129,63.18960037,0.244328757,104.5728981,0.377251309,8.143540133,36.15746859
FDE_2,y,0.2,676.6,0.1,0.5,77.3,273.3,530.6,0.7,273.5,46.1,0.2,165.2,2.6,137.4,0.9,227.8,0,4.2,175.9
FDE_3,Avg,0.2,676.6,0.1,0.5,77.3,273.3,530.6,0.7,273.5,46.1,0.2,165.2,2.6,137.4,0.9,227.8,0,4.2,175.9
FLA_1,y,0.609672368,739.5771063,0.195552469,0.694108099,6.37380975,159.5429326,433.5143855,0.184847199,1009.705431,72.92754323,0.087464702,3966.424298,2.54388673,45.00851485,0.303325777,609.5097161,1.189694309,5.272462185,24.77318785
FLA_2,y,0.587835367,753.0673934,0.195949733,0.678455894,6.530468305,162.6519241,432.9161804,0.191402101,1015.178994,71.58808783,0.085161703,4129.043604,2.507960168,46.13794692,0.298917048,654.3093893,1.180356048,5.22716052,29.55780575
FLA_3,y,0.536781586,745.7060089,0.182750395,0.675098951,6.055003719,167.1915836,441.1338797,0.215792165,1058.1919,70.48621892,0.084934281,4084.662166,2.415304394,42.28803164,0.316207215,595.8804054,1.209831245,5.365351783,21.56304325
FLA_4,Avg,0.57809644,746.1168362,0.191417532,0.682554315,6.319760591,163.1288134,435.8548152,0.197347155,1027.692108,71.66728333,0.085853562,4060.043356,2.489050431,44.47816447,0.306150013,619.8998369,1.193293867,5.288324829,25.29801228
FLA_5,Avg,0.57809644,746.1168362,0.191417532,0.682554315,6.319760591,163.1288134,435.8548152,0.197347155,1027.692108,71.66728333,0.085853562,4060.043356,2.489050431,44.47816447,0.306150013,619.8998369,1.193293867,5.288324829,25.29801228
FLE_1,n,0.3,1123,0.7,0.7,195,263.7,411.2,0,150.9,69.2,0.1,384.1,2.5,103,0.5,70,0,4.1,502.2
FLE_1,n,0.2,1005.7,0.2,0.2,25.6,78.4,144.3,0,101.4,18.9,0,176.5,0.5,28.8,0.2,4.6,0,1.8,93.8
FLE_3,n,0.1,1137.7,0.1,0.2,56.1,61.7,168.4,0,32.5,27.1,0,299.7,0.5,37.8,0.1,9.3,0,2.4,127.9
FLT_1,Imp,1.243909885,27058.90171,0.059295817,11.48673093,13.70521519,26773.47971,14942.21254,5.735428421,10414.8932,297.1191958,0.965058281,19389.93388,22.4395066,902.0952141,40.29668967,887.4717991,0.659269133,354.5126597,37.8733754
FLT_2,Imp,1.243909885,27058.90171,0.059295817,11.48673093,13.70521519,26773.47971,14942.21254,5.735428421,10414.8932,297.1191958,0.965058281,19389.93388,22.4395066,902.0952141,40.29668967,887.4717991,0.659269133,354.5126597,37.8733754
FLT_3,Imp,1.243909885,27058.90171,0.059295817,11.48673093,13.70521519,26773.47971,14942.21254,5.735428421,10414.8932,297.1191958,0.965058281,19389.93388,22.4395066,902.0952141,40.29668967,887.4717991,0.659269133,354.5126597,37.8733754
FLT_4,Imp,1.243909885,27058.90171,0.059295817,11.48673093,13.70521519,26773.47971,14942.21254,5.735428421,10414.8932,297.1191958,0.965058281,19389.93388,22.4395066,902.0952141,40.29668967,887.4717991,0.659269133,354.5126597,37.8733754
FOR_1,y,0,1135.2,0,0.1,30,150.6,61.4,0,221.4,12.4,0,347.9,0.9,37.9,0,26.7,0,3.1,90.1
FOR_2,n,0,841.7,0,0.1,30.2,77.8,63.2,0,114.4,5,0,321.6,0.4,23.5,0,5.7,0,3.6,52.7
FOR_3,n,0,832.6,0.1,0.1,48.9,115.1,71.3,0,209.9,17.9,0,375.4,1.3,21.5,0.1,28.8,0,3.8,144.9
FRE_13,Avg,1.565841879,543.7255615,0.287557691,0.727359781,19.24699439,606.3239804,609.0621233,0.208395055,1287.354702,62.32127306,0.188475202,10336.84674,3.635830204,86.92654196,0.508427703,1444.071998,1.09115235,7.00502583,48.04683954
FREM_1 (FRE),n,1.662607472,502.7857926,0.321932719,0.772205707,19.51562127,609.1404671,550.0725135,0.196862188,1226.551323,64.11608808,0.19444154,10046.75048,3.720291353,91.90773876,0.508381724,1523.696454,1.133078551,6.677882984,54.79911767
FREM_2a,n,1.318251467,584.0491856,0.247794217,0.721299588,18.6052119,605.6009877,722.2780681,0.224750117,1302.906069,61.77409135,0.18476892,10709.19298,3.558346434,75.77298027,0.519198561,1329.808708,1.043907821,7.387076965,37.77794962
FREM_2b,n,1.716666699,544.3417062,0.292946138,0.688574048,19.62014999,604.2304863,554.8357884,0.203572861,1332.606715,61.07363976,0.186215146,10254.59676,3.628852824,93.09890684,0.497702825,1478.710831,1.096470679,6.95011754,51.56345133
FTW_1,y,0.523751729,363.7295286,0.017276815,0.033037745,9.89307607,49.66755685,27.66051138,0.027530278,51.34871378,4.11030453,0.007891688,17.09743228,0.10368128,26.35575444,0.03491552,-11.90933328,0.16766049,2.848366329,132.8839646
FTW_2,y,0.318040394,387.3454158,0.009130614,0.0456253,5.164833051,44.12197154,27.87724623,0.032189814,50.12131672,3.679447597,0.007839804,18.07367497,0.104787418,17.41921492,0.036067823,13.79440262,0.155829074,2.811437127,19.74376409
FTW_3,y,0.440017896,359.857345,0.01430149,0.028908902,7.402005728,37.05621805,27.34505287,0.027567495,51.37305257,3.691997346,0.008519872,19.74109429,0.099552305,24.22348089,0.03565487,0.714688928,0.105666423,2.733751971,30.35418205
FTW_5,Avg,0.427270006,370.3107631,0.01356964,0.035857316,7.486638283,43.61524881,27.62760349,0.029095862,50.94769436,3.827249824,0.008083788,18.30406718,0.102673668,22.66615008,0.035546071,0.866586089,0.143051996,2.797851809,60.99397025
GAL_1,Imp,14.32663814,741.6790156,0.173818119,5.451233015,38.38425357,33506.51864,17674.40098,18.91994726,4954.769535,343.2370563,1.371615543,2725.732636,16.20126042,1184.286082,95.98488315,643.0914745,1.222288525,29.91838739,50.40802636
GAL_2,Imp,14.32663814,741.6790156,0.173818119,5.451233015,38.38425357,33506.51864,17674.40098,18.91994726,4954.769535,343.2370563,1.371615543,2725.732636,16.20126042,1184.286082,95.98488315,643.0914745,1.222288525,29.91838739,50.40802636
GAL_3,Imp,14.32663814,741.6790156,0.173818119,5.451233015,38.38425357,33506.51864,17674.40098,18.91994726,4954.769535,343.2370563,1.371615543,2725.732636,16.20126042,1184.286082,95.98488315,643.0914745,1.222288525,29.91838739,50.40802636
GAL_4,Imp,14.32663814,741.6790156,0.173818119,5.451233015,38.38425357,33506.51864,17674.40098,18.91994726,4954.769535,343.2370563,1.371615543,2725.732636,16.20126042,1184.286082,95.98488315,643.0914745,1.222288525,29.91838739,50.40802636
GAL_5,Imp,14.32663814,741.6790156,0.173818119,5.451233015,38.38425357,33506.51864,17674.40098,18.91994726,4954.769535,343.2370563,1.371615543,2725.732636,16.20126042,1184.286082,95.98488315,643.0914745,1.222288525,29.91838739,50.40802636
GAL_6,Imp,14.32663814,741.6790156,0.173818119,5.451233015,38.38425357,33506.51864,17674.40098,18.91994726,4954.769535,343.2370563,1.371615543,2725.732636,16.20126042,1184.286082,95.98488315,643.0914745,1.222288525,29.91838739,50.40802636
GAL_7,Imp,14.32663814,741.6790156,0.173818119,5.451233015,38.38425357,33506.51864,17674.40098,18.91994726,4954.769535,343.2370563,1.371615543,2725.732636,16.20126042,1184.286082,95.98488315,643.0914745,1.222288525,29.91838739,50.40802636
GAL_8,Imp,14.32663814,741.6790156,0.173818119,5.451233015,38.38425357,33506.51864,17674.40098,18.91994726,4954.769535,343.2370563,1.371615543,2725.732636,16.20126042,1184.286082,95.98488315,643.0914745,1.222288525,29.91838739,50.40802636
GAN_1,Imp,7.527679771,44164.81959,0.288770727,6.297333419,22.76907547,21563.65521,14904.42709,18.21919953,8853.873743,723.5752035,1.078698445,6815.616779,31.89987303,1219.874581,73.86715486,583.7802786,0.547182597,183.3577188,73.69229179
GAN_2,Imp,7.527679771,44164.81959,0.288770727,6.297333419,22.76907547,21563.65521,14904.42709,18.21919953,8853.873743,723.5752035,1.078698445,6815.616779,31.89987303,1219.874581,73.86715486,583.7802786,0.547182597,183.3577188,73.69229179
GAN_3,Imp,7.527679771,44164.81959,0.288770727,6.297333419,22.76907547,21563.65521,14904.42709,18.21919953,8853.873743,723.5752035,1.078698445,6815.616779,31.89987303,1219.874581,73.86715486,583.7802786,0.547182597,183.3577188,73.69229179
GAN_4,Imp,7.527679771,44164.81959,0.288770727,6.297333419,22.76907547,21563.65521,14904.42709,18.21919953,8853.873743,723.5752035,1.078698445,6815.616779,31.89987303,1219.874581,73.86715486,583.7802786,0.547182597,183.3577188,73.69229179
GAN_5,Imp,7.527679771,44164.81959,0.288770727,6.297333419,22.76907547,21563.65521,14904.42709,18.21919953,8853.873743,723.5752035,1.078698445,6815.616779,31.89987303,1219.874581,73.86715486,583.7802786,0.547182597,183.3577188,73.69229179
GAN_6,Imp,7.527679771,44164.81959,0.288770727,6.297333419,22.76907547,21563.65521,14904.42709,18.21919953,8853.873743,723.5752035,1.078698445,6815.616779,31.89987303,1219.874581,73.86715486,583.7802786,0.547182597,183.3577188,73.69229179
GAN_7,Imp,7.527679771,44164.81959,0.288770727,6.297333419,22.76907547,21563.65521,14904.42709,18.21919953,8853.873743,723.5752035,1.078698445,6815.616779,31.89987303,1219.874581,73.86715486,583.7802786,0.547182597,183.3577188,73.69229179
GAN_8,Imp,7.527679771,44164.81959,0.288770727,6.297333419,22.76907547,21563.65521,14904.42709,18.21919953,8853.873743,723.5752035,1.078698445,6815.616779,31.89987303,1219.874581,73.86715486,583.7802786,0.547182597,183.3577188,73.69229179
GAR_1,Imp,15.36075695,15335.61729,0.203672331,11.82630514,20.49354706,33651.43474,15520.02394,24.57397321,6108.34397,488.6851544,1.188293817,5888.710621,26.00545824,1344.529948,86.05585584,456.0688866,0.454302719,100.9088582,97.91514466
GAR_2,Imp,15.36075695,15335.61729,0.203672331,11.82630514,20.49354706,33651.43474,15520.02394,24.57397321,6108.34397,488.6851544,1.188293817,5888.710621,26.00545824,1344.529948,86.05585584,456.0688866,0.454302719,100.9088582,97.91514466
GAR_3,Imp,15.36075695,15335.61729,0.203672331,11.82630514,20.49354706,33651.43474,15520.02394,24.57397321,6108.34397,488.6851544,1.188293817,5888.710621,26.00545824,1344.529948,86.05585584,456.0688866,0.454302719,100.9088582,97.91514466
GAR_4,Imp,15.36075695,15335.61729,0.203672331,11.82630514,20.49354706,33651.43474,15520.02394,24.57397321,6108.34397,488.6851544,1.188293817,5888.710621,26.00545824,1344.529948,86.05585584,456.0688866,0.454302719,100.9088582,97.91514466
Geo_1,n,0.857052216,438.6007557,0.408868924,0.911339118,17.87129709,267.4746417,214.5693504,0.068330824,372.9067955,301.649411,0.117432766,2613.016716,1.574429432,17.69724581,0.178079135,330.7320128,1.014934808,3.743221349,102.2806544
GEO_2,y,0.963609206,449.9489351,0.416645944,0.934834887,18.44023027,280.473751,211.341577,0.071682017,382.2697248,321.2902328,0.118433877,2652.874213,1.637559404,18.35684154,0.180515722,327.947918,0.937603547,3.81666446,113.2812434
Geo_3,n,0.743101466,428.6215593,0.383560884,1.048728631,19.64902274,302.5851298,236.254642,0.0888064,430.7601589,377.8054467,0.132999557,3067.16193,1.80710906,15.76300059,0.204032967,328.8968796,0.789512884,3.708664627,79.76804734
GEO_6,Avg,0.854587629,439.0570834,0.403025251,0.964967545,18.6535167,283.5111742,220.7218565,0.07627308,395.3122264,333.5816968,0.1229554,2777.684286,1.673032632,17.27236265,0.187542608,329.1922701,0.91401708,3.756183479,98.44331505
GOR_1,Imp,4.033324335,9694.42406,0.23474348,6.381913396,12.226873,23184.80454,17236.31494,10.79025654,4893.397794,552.4485557,1.305749392,11396.62515,12.94083882,1842.428428,77.79897887,547.9562521,0.537536645,166.6198103,58.96776606
GOR_2,Imp,4.033324335,9694.42406,0.23474348,6.381913396,12.226873,23184.80454,17236.31494,10.79025654,4893.397794,552.4485557,1.305749392,11396.62515,12.94083882,1842.428428,77.79897887,547.9562521,0.537536645,166.6198103,58.96776606
GOR_3,Imp,4.033324335,9694.42406,0.23474348,6.381913396,12.226873,23184.80454,17236.31494,10.79025654,4893.397794,552.4485557,1.305749392,11396.62515,12.94083882,1842.428428,77.79897887,547.9562521,0.537536645,166.6198103,58.96776606
GOR_4,Imp,4.033324335,9694.42406,0.23474348,6.381913396,12.226873,23184.80454,17236.31494,10.79025654,4893.397794,552.4485557,1.305749392,11396.62515,12.94083882,1842.428428,77.79897887,547.9562521,0.537536645,166.6198103,58.96776606
GOR_5,Imp,4.033324335,9694.42406,0.23474348,6.381913396,12.226873,23184.80454,17236.31494,10.79025654,4893.397794,552.4485557,1.305749392,11396.62515,12.94083882,1842.428428,77.79897887,547.9562521,0.537536645,166.6198103,58.96776606
GOR_6,Imp,4.033324335,9694.42406,0.23474348,6.381913396,12.226873,23184.80454,17236.31494,10.79025654,4893.397794,552.4485557,1.305749392,11396.62515,12.94083882,1842.428428,77.79897887,547.9562521,0.537536645,166.6198103,58.96776606
GOR_7,Imp,4.033324335,9694.42406,0.23474348,6.381913396,12.226873,23184.80454,17236.31494,10.79025654,4893.397794,552.4485557,1.305749392,11396.62515,12.94083882,1842.428428,77.79897887,547.9562521,0.537536645,166.6198103,58.96776606
GOR_8,Imp,4.033324335,9694.42406,0.23474348,6.381913396,12.226873,23184.80454,17236.31494,10.79025654,4893.397794,552.4485557,1.305749392,11396.62515,12.94083882,1842.428428,77.79897887,547.9562521,0.537536645,166.6198103,58.96776606
GRE_1,y,1.610219209,534.0101087,0.110456246,0.082000069,2.021300598,270.643674,259.1421381,0.044493945,277.6076808,32.11047775,0.039477678,1835.334273,0.526541519,52.78118465,0.188366736,208.7942496,0.725757246,4.28771657,15.21410526
GRE_2,y,1.129736675,504.7800085,0.080285178,0.080755435,1.945767865,300.4545376,255.6061551,0.047271906,257.346751,31.12740409,0.038565545,1552.487871,0.512735219,38.9728154,0.188427752,167.852659,0.395805491,4.081080475,8.681233775
GRE_3,y,1.749550728,554.29677,0.111739456,0.086292973,2.132446483,299.5446203,257.7157617,0.045990843,279.7151031,33.89364777,0.040895841,1759.495197,0.539145894,54.8201052,0.188360102,215.8817747,0.491526628,4.349258603,15.83223446
GRE_4,Avg,1.496502204,531.0289624,0.10082696,0.083016159,2.033171649,290.2142773,257.4880183,0.045918898,271.5565116,32.37717654,0.039646355,1715.772447,0.526140877,48.85803508,0.188384863,197.5095611,0.537696455,4.239351883,13.2425245
HAM_1,n,0.2,861,0.2,0.9,46.8,155.9,331.7,0,63.9,101.3,0.1,716.1,1.2,103.1,0.2,44.7,0,2.3,279.7
HAM_2,n,0.2,789.7,0.2,1,52.2,188.3,389.1,0,79.2,121.4,0.1,860.8,1.4,113.9,0.4,57.7,0,3.1,310.8
HAM3,n,0.2,898.1,0.1,0.9,41.5,198.8,180.9,0,58.9,83.9,0.1,627.9,1,81.2,0.3,34.8,0,3.3,172.2
HEI_1,n,0.36282827,666.980373,0.040567504,0.180887554,4.804136731,195.0866494,294.5570042,0.052821924,919.6713244,84.55286564,0.197806918,4974.834744,0.932757988,81.41626683,0.084130828,600.5242432,0.356455466,7.430109309,29.08324723
HEI_2,n,0.467268504,618.7611614,0.055210821,0.234008844,6.081915184,218.1273905,328.2099024,0.062997497,937.6006294,96.10378455,0.233468297,5574.990636,1.171099594,92.85735873,0.103340291,618.858803,0.299018797,6.513441031,47.45971755
HEI_3,n,0.42917964,679.9909605,0.061542199,0.264856856,6.82670032,235.8826961,420.1415707,0.077241283,1344.931319,136.586491,0.287401128,7497.729394,1.308863402,83.22662008,0.120768775,766.0302329,0.384139697,7.234388841,35.61969313
HEY_1,n,0.151669802,635.287041,0.04261654,0.056094292,2.881774711,201.073732,120.0748929,0.002370437,313.1085604,6.618175693,0.019491872,200.8961551,0.28370714,10.83845349,0.125502612,18.03475252,0.263386562,3.76213703,6.633814486
HEY_2,n,0.139596784,684.3053901,0.038636433,0.058659686,2.930168413,208.3316812,130.926615,0.006219591,332.7572829,7.068635107,0.020590482,210.4859186,0.279760635,9.54308582,0.137655389,32.32779865,0.167644324,3.894059393,5.13489885
HEY_3,n,0.17323963,656.1695518,0.051462632,0.059029607,3.000650268,192.9718701,126.7393061,0.001782285,330.0680515,7.180634546,0.021016941,213.6880999,0.28865253,12.21397429,0.133740696,30.45191686,0.229747726,3.985224968,8.962133529
HLU_1,n,0.968549598,423.5822378,0.347906214,1.215323617,4.165346806,1137.457151,176.3407656,0.004045929,100.2638745,82.25069403,0.042377626,13.09333581,8.460135389,33.05237533,0.456787931,173.5320378,2.267697589,1.920696304,19.35586246
HLU_2,n,0.953562096,439.9907474,0.325952013,1.202539728,4.017403943,1135.604472,165.2810874,0.004977481,99.23839208,72.62650186,0.039534309,12.22946755,8.337035929,30.78668775,0.424564141,168.8841744,2.268649016,1.894691219,36.86402441
HLU_3,n,1.087382912,382.2836983,0.447619378,1.21504496,4.258439678,1021.861085,168.3134955,0.003253916,91.33105003,79.75759983,0.043575899,12.12747114,8.22097625,35.72813006,0.445379189,198.2510676,2.158323345,1.104152122,32.41158901
IMM_1,n,0.653634267,411.8743431,0.30758786,0.113054967,184.4231398,199.3047123,262.6200779,0.124230886,514.1278445,29.30341004,0.149578599,1995.590034,2.663048259,33.83414409,0.703817538,146.1511316,1.039286105,3.013706925,373.4091237
IMM_2,n,0.517535215,419.0083728,0.253132437,0.116283647,194.1123517,199.6057958,270.7014509,0.132918128,527.1041399,30.09292947,0.148699208,2102.315603,2.682663221,29.09765025,0.699646904,156.6813756,0.592373056,3.030621633,257.0923638
IMM_3,n,0.683160824,532.0147731,0.31386709,0.134893483,237.5654994,231.5014367,284.8114445,0.148138165,572.4539259,34.99110474,0.16958509,2247.914357,2.99955363,35.41247383,0.794946581,167.9933028,1.050983711,3.67039402,337.4649252
I-S_TAIL_1,n,0.461752691,107.1870568,4.958605594,0.047433052,18.40570901,4.138927917,28.98154912,0.00235879,45.74397346,6.442870687,0.014598317,1.825857173,1.238493265,12.01057927,0.230127579,-8.395713133,1.204383288,0.33512216,3064.493682
I-S_TAIL_2a,n,0.33359057,126.8633096,3.526337546,0.052270303,17.3114456,3.981484288,31.71319725,0.002802268,51.5048645,6.17903726,0.015071616,3.174442939,1.202733416,9.042985921,0.250061052,9.20684063,1.212947072,0.355504824,1762.645399
I-S_TAIL_2b,n,0.447010364,111.8349928,5.027385595,0.049922783,18.21182468,3.639413417,29.70598565,0.002443405,47.29306028,5.896816846,0.015235611,1.539371555,1.228174042,11.33935006,0.251910345,-0.32351142,1.46259376,0.3263689,3468.663069
JAZ_1,Imp,35.4554895,6073.187874,0.271313726,14.10438458,15.82715053,33182.51004,18406.12847,17.92937966,7487.199695,743.4826482,1.586867822,10041.02169,31.00863693,830.5550511,100.8236108,252.5062229,0.373273471,131.2067344,79.245002
JAZ_2,Imp,35.4554895,6073.187874,0.271313726,14.10438458,15.82715053,33182.51004,18406.12847,17.92937966,7487.199695,743.4826482,1.586867822,10041.02169,31.00863693,830.5550511,100.8236108,252.5062229,0.373273471,131.2067344,79.245002
JAZ_3,Imp,35.4554895,6073.187874,0.271313726,14.10438458,15.82715053,33182.51004,18406.12847,17.92937966,7487.199695,743.4826482,1.586867822,10041.02169,31.00863693,830.5550511,100.8236108,252.5062229,0.373273471,131.2067344,79.245002
JAZ_4,Imp,35.4554895,6073.187874,0.271313726,14.10438458,15.82715053,33182.51004,18406.12847,17.92937966,7487.199695,743.4826482,1.586867822,10041.02169,31.00863693,830.5550511,100.8236108,252.5062229,0.373273471,131.2067344,79.245002
JAZ_5,Imp,35.4554895,6073.187874,0.271313726,14.10438458,15.82715053,33182.51004,18406.12847,17.92937966,7487.199695,743.4826482,1.586867822,10041.02169,31.00863693,830.5550511,100.8236108,252.5062229,0.373273471,131.2067344,79.245002
JAZ_6,Imp,35.4554895,6073.187874,0.271313726,14.10438458,15.82715053,33182.51004,18406.12847,17.92937966,7487.199695,743.4826482,1.586867822,10041.02169,31.00863693,830.5550511,100.8236108,252.5062229,0.373273471,131.2067344,79.245002
JAZ_7,Imp,35.4554895,6073.187874,0.271313726,14.10438458,15.82715053,33182.51004,18406.12847,17.92937966,7487.199695,743.4826482,1.586867822,10041.02169,31.00863693,830.5550511,100.8236108,252.5062229,0.373273471,131.2067344,79.245002
JAZ_8,Imp,35.4554895,6073.187874,0.271313726,14.10438458,15.82715053,33182.51004,18406.12847,17.92937966,7487.199695,743.4826482,1.586867822,10041.02169,31.00863693,830.5550511,100.8236108,252.5062229,0.373273471,131.2067344,79.245002
JON_1,Imp,8.053324201,3753.811289,0.226786772,6.874412865,8.64094091,15246.17045,9665.190154,5.196102433,1727.251526,398.6610696,0.967986746,2543.69027,13.5021556,671.8393911,46.24445181,169.2672073,0.333502174,50.21353124,48.68306941
JOR_1,y,0.199012758,128.7277067,3.757644393,0.08878987,13.9040854,7.582185219,45.25516859,0.004315935,50.84785448,6.487673045,0.023602921,6.19018093,1.549725648,9.998648374,0.505642982,30.32248151,1.025944459,0.381602962,1360.193962
JOR_12,Avg,0.230023827,164.6527013,4.233846624,0.096417947,14.72302051,11.66963868,46.66855025,0.008421471,51.87016398,7.434291661,0.019648087,5.188146038,1.660186028,11.24296562,0.526077161,28.05319246,1.144755821,0.431629142,1755.38485
JOR_13,Avg,0.230023827,164.6527013,4.233846624,0.096417947,14.72302051,11.66963868,46.66855025,0.008421471,51.87016398,7.434291661,0.019648087,5.188146038,1.660186028,11.24296562,0.526077161,28.05319246,1.144755821,0.431629142,1755.38485
JOR_2,n,0.249195623,182.5704642,4.778367452,0.098180957,15.32448983,6.82114902,44.80140315,0.004266722,50.18690446,7.331382624,0.017245533,4.619017455,1.730438505,11.7519942,0.515080739,17.29641665,1.079322875,0.454771902,2177.264708
JOR_3,y,0.241863099,182.659933,4.165528027,0.102283013,14.9404863,20.6055818,49.94907901,0.016681755,54.575733,8.483819313,0.018095808,4.755239729,1.700393932,11.9782543,0.557507762,36.54067923,1.329000129,0.458512561,1728.695881
KAU_1,Imp,3.792136235,18112.94912,0.111725035,13.63086728,20.24109214,37254.05758,18815.92661,13.17772294,9606.295868,381.8059036,1.073642533,20159.29996,21.7623633,1627.075874,80.11334455,379.5470581,0.361481115,392.5861405,92.43349116
