"","GO.ID","Term","Annotated","Significant","Expected","Rank in elimFisher","classicFisher","elimFisher"
"303","GO:0004738","pyruvate dehydrogenase activity",8,0,0,303,"1.0000","1.0000"
"304","GO:0004739","pyruvate dehydrogenase (acetyl-transferring) activity",8,0,0,304,"1.0000","1.0000"
"305","GO:0004742","dihydrolipoyllysine-residue acetyltransferase activity",5,0,0,305,"1.0000","1.0000"
"306","GO:0004743","pyruvate kinase activity",15,0,0,306,"1.0000","1.0000"
"307","GO:0004749","ribose phosphate diphosphokinase activity",5,0,0,307,"1.0000","1.0000"
"308","GO:0004751","ribose-5-phosphate isomerase activity",5,0,0,308,"1.0000","1.0000"
"309","GO:0004774","succinate-CoA ligase activity",5,0,0,309,"1.0000","1.0000"
"310","GO:0004775","succinate-CoA ligase (ADP-forming) activity",5,0,0,310,"1.0000","1.0000"
"311","GO:0004779","sulfate adenylyltransferase activity",5,0,0,311,"1.0000","1.0000"
"312","GO:0004784","superoxide dismutase activity",12,0,0,312,"1.0000","1.0000"
"313","GO:0004791","thioredoxin-disulfide reductase activity",10,0,0,313,"1.0000","1.0000"
"314","GO:0004792","thiosulfate sulfurtransferase activity",6,0,0,314,"1.0000","1.0000"
"315","GO:0004805","trehalose-phosphatase activity",19,0,0.01,315,"1.0000","1.0000"
"316","GO:0004806","triglyceride lipase activity",13,0,0,316,"1.0000","1.0000"
"317","GO:0004812","aminoacyl-tRNA ligase activity",53,0,0.01,317,"1.0000","1.0000"
"318","GO:0004813","alanine-tRNA ligase activity",5,0,0,318,"1.0000","1.0000"
"319","GO:0004834","tryptophan synthase activity",5,0,0,319,"1.0000","1.0000"
"320","GO:0004838","L-tyrosine:2-oxoglutarate aminotransferase activity",9,0,0,320,"1.0000","1.0000"
"321","GO:0004842","ubiquitin-protein transferase activity",396,0,0.11,321,"1.0000","1.0000"
"322","GO:0004843","cysteine-type deubiquitinase activity",62,0,0.02,322,"1.0000","1.0000"
"323","GO:0004845","uracil phosphoribosyltransferase activity",5,0,0,323,"1.0000","1.0000"
"324","GO:0004857","enzyme inhibitor activity",165,0,0.05,324,"1.0000","1.0000"
"325","GO:0004861","cyclin-dependent protein serine/threonine kinase inhibitor activity",9,0,0,325,"1.0000","1.0000"
"326","GO:0004864","protein phosphatase inhibitor activity",21,0,0.01,326,"1.0000","1.0000"
"327","GO:0004866","endopeptidase inhibitor activity",12,0,0,327,"1.0000","1.0000"
"328","GO:0004867","serine-type endopeptidase inhibitor activity",5,0,0,328,"1.0000","1.0000"
"329","GO:0004869","cysteine-type endopeptidase inhibitor activity",5,0,0,329,"1.0000","1.0000"
"330","GO:0004888","transmembrane signaling receptor activity",78,0,0.02,330,"1.0000","1.0000"
"331","GO:0004930","G protein-coupled receptor activity",9,0,0,331,"1.0000","1.0000"
"332","GO:0005034","osmosensor activity",6,0,0,332,"1.0000","1.0000"
"333","GO:0005047","signal recognition particle binding",5,0,0,333,"1.0000","1.0000"
"334","GO:0005048","signal sequence binding",58,0,0.02,334,"1.0000","1.0000"
"335","GO:0005049","nuclear export signal receptor activity",10,0,0,335,"1.0000","1.0000"
"336","GO:0005085","guanyl-nucleotide exchange factor activity",36,0,0.01,336,"1.0000","1.0000"
"337","GO:0005092","GDP-dissociation inhibitor activity",10,0,0,337,"1.0000","1.0000"
"338","GO:0005096","GTPase activator activity",61,0,0.02,338,"1.0000","1.0000"
"339","GO:0005102","signaling receptor binding",84,0,0.02,339,"1.0000","1.0000"
"340","GO:0005179","hormone activity",28,0,0.01,340,"1.0000","1.0000"
"341","GO:0005198","structural molecule activity",447,0,0.12,341,"1.0000","1.0000"
"342","GO:0005199","structural constituent of cell wall",16,0,0,342,"1.0000","1.0000"
"343","GO:0005200","structural constituent of cytoskeleton",38,0,0.01,343,"1.0000","1.0000"
"344","GO:0005216","monoatomic ion channel activity",160,0,0.04,344,"1.0000","1.0000"
"345","GO:0005217","intracellular ligand-gated monoatomic ion channel activity",23,0,0.01,345,"1.0000","1.0000"
"346","GO:0005221","intracellular cyclic nucleotide activated monoatomic cation channel activity",6,0,0,346,"1.0000","1.0000"
"347","GO:0005227","calcium activated cation channel activity",20,0,0.01,347,"1.0000","1.0000"
"348","GO:0005242","inward rectifier potassium channel activity",10,0,0,348,"1.0000","1.0000"
"349","GO:0005244","voltage-gated monoatomic ion channel activity",51,0,0.01,349,"1.0000","1.0000"
"350","GO:0005247","voltage-gated chloride channel activity",9,0,0,350,"1.0000","1.0000"
"351","GO:0005249","voltage-gated potassium channel activity",25,0,0.01,351,"1.0000","1.0000"
"352","GO:0005253","monoatomic anion channel activity",25,0,0.01,352,"1.0000","1.0000"
"353","GO:0005254","chloride channel activity",10,0,0,353,"1.0000","1.0000"
"354","GO:0005261","monoatomic cation channel activity",98,0,0.03,354,"1.0000","1.0000"
"355","GO:0005262","calcium channel activity",37,0,0.01,355,"1.0000","1.0000"
"356","GO:0005267","potassium channel activity",26,0,0.01,356,"1.0000","1.0000"
"357","GO:0005310","dicarboxylic acid transmembrane transporter activity",11,0,0,357,"1.0000","1.0000"
"358","GO:0005313","L-glutamate transmembrane transporter activity",6,0,0,358,"1.0000","1.0000"
"359","GO:0005315","inorganic phosphate transmembrane transporter activity",23,0,0.01,359,"1.0000","1.0000"
"360","GO:0005319","lipid transporter activity",74,0,0.02,360,"1.0000","1.0000"
"361","GO:0005337","nucleoside transmembrane transporter activity",25,0,0.01,361,"1.0000","1.0000"
"362","GO:0005338","nucleotide-sugar transmembrane transporter activity",29,0,0.01,362,"1.0000","1.0000"
"363","GO:0005342","organic acid transmembrane transporter activity",122,0,0.03,363,"1.0000","1.0000"
"364","GO:0005345","purine nucleobase transmembrane transporter activity",21,0,0.01,364,"1.0000","1.0000"
"365","GO:0005346","purine ribonucleotide transmembrane transporter activity",20,0,0.01,365,"1.0000","1.0000"
"366","GO:0005347","ATP transmembrane transporter activity",14,0,0,366,"1.0000","1.0000"
"367","GO:0005351","carbohydrate:proton symporter activity",19,0,0.01,367,"1.0000","1.0000"
"368","GO:0005353","fructose transmembrane transporter activity",5,0,0,368,"1.0000","1.0000"
"369","GO:0005355","glucose transmembrane transporter activity",9,0,0,369,"1.0000","1.0000"
"370","GO:0005372","water transmembrane transporter activity",31,0,0.01,370,"1.0000","1.0000"
"371","GO:0005375","copper ion transmembrane transporter activity",14,0,0,371,"1.0000","1.0000"
"372","GO:0005381","iron ion transmembrane transporter activity",20,0,0.01,372,"1.0000","1.0000"
"373","GO:0005384","manganese ion transmembrane transporter activity",25,0,0.01,373,"1.0000","1.0000"
"374","GO:0005385","zinc ion transmembrane transporter activity",27,0,0.01,374,"1.0000","1.0000"
"375","GO:0005388","P-type calcium transporter activity",15,0,0,375,"1.0000","1.0000"
"376","GO:0005402","carbohydrate:monoatomic cation symporter activity",19,0,0.01,376,"1.0000","1.0000"
"377","GO:0005432","calcium:sodium antiporter activity",6,0,0,377,"1.0000","1.0000"
"378","GO:0005452","solute:inorganic anion antiporter activity",13,0,0,378,"1.0000","1.0000"
"379","GO:0005457","GDP-fucose transmembrane transporter activity",7,0,0,379,"1.0000","1.0000"
"380","GO:0005459","UDP-galactose transmembrane transporter activity",12,0,0,380,"1.0000","1.0000"
"381","GO:0005460","UDP-glucose transmembrane transporter activity",5,0,0,381,"1.0000","1.0000"
"382","GO:0005464","UDP-xylose transmembrane transporter activity",6,0,0,382,"1.0000","1.0000"
"383","GO:0005471","ATP:ADP antiporter activity",7,0,0,383,"1.0000","1.0000"
"384","GO:0005483","soluble NSF attachment protein activity",6,0,0,384,"1.0000","1.0000"
"385","GO:0005484","SNAP receptor activity",46,0,0.01,385,"1.0000","1.0000"
"386","GO:0005496","steroid binding",25,0,0.01,386,"1.0000","1.0000"
"387","GO:0005504","fatty acid binding",18,0,0,387,"1.0000","1.0000"
"388","GO:0005506","iron ion binding",244,0,0.07,388,"1.0000","1.0000"
"389","GO:0005507","copper ion binding",195,0,0.05,389,"1.0000","1.0000"
"390","GO:0005509","calcium ion binding",227,0,0.06,390,"1.0000","1.0000"
"391","GO:0005516","calmodulin binding",182,0,0.05,391,"1.0000","1.0000"
"392","GO:0005524","ATP binding",441,0,0.12,392,"1.0000","1.0000"
"393","GO:0005525","GTP binding",133,0,0.04,393,"1.0000","1.0000"
"394","GO:0005536","glucose binding",8,0,0,394,"1.0000","1.0000"
"395","GO:0005543","phospholipid binding",177,0,0.05,395,"1.0000","1.0000"
"396","GO:0005544","calcium-dependent phospholipid binding",5,0,0,396,"1.0000","1.0000"
"397","GO:0005545","1-phosphatidylinositol binding",15,0,0,397,"1.0000","1.0000"
"398","GO:0005546","phosphatidylinositol-4,5-bisphosphate binding",50,0,0.01,398,"1.0000","1.0000"
"399","GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding",5,0,0,399,"1.0000","1.0000"
"400","GO:0005548","phospholipid transporter activity",21,0,0.01,400,"1.0000","1.0000"
"401","GO:0008017","microtubule binding",180,0,0.05,401,"1.0000","1.0000"
"402","GO:0008028","monocarboxylic acid transmembrane transporter activity",21,0,0.01,402,"1.0000","1.0000"
"403","GO:0008047","enzyme activator activity",138,0,0.04,403,"1.0000","1.0000"
"404","GO:0008061","chitin binding",8,0,0,404,"1.0000","1.0000"
"405","GO:0008066","glutamate receptor activity",17,0,0,405,"1.0000","1.0000"
"406","GO:0008079","translation termination factor activity",10,0,0,406,"1.0000","1.0000"
"407","GO:0008080","N-acetyltransferase activity",53,0,0.01,407,"1.0000","1.0000"
"408","GO:0008081","phosphoric diester hydrolase activity",53,0,0.01,408,"1.0000","1.0000"
"409","GO:0008092","cytoskeletal protein binding",318,0,0.09,409,"1.0000","1.0000"
"410","GO:0008094","ATP-dependent activity, acting on DNA",142,0,0.04,410,"1.0000","1.0000"
"411","GO:0008097","5S rRNA binding",21,0,0.01,411,"1.0000","1.0000"
"412","GO:0008106","alcohol dehydrogenase (NADP+) activity",12,0,0,412,"1.0000","1.0000"
"413","GO:0008107","galactoside 2-alpha-L-fucosyltransferase activity",9,0,0,413,"1.0000","1.0000"
"414","GO:0008113","peptide-methionine (S)-S-oxide reductase activity",5,0,0,414,"1.0000","1.0000"
"415","GO:0008121","ubiquinol-cytochrome-c reductase activity",8,0,0,415,"1.0000","1.0000"
"416","GO:0008131","primary amine oxidase activity",10,0,0,416,"1.0000","1.0000"
"417","GO:0008134","transcription factor binding",51,0,0.01,417,"1.0000","1.0000"
"418","GO:0008135","translation factor activity, RNA binding",89,0,0.02,418,"1.0000","1.0000"
"419","GO:0008137","NADH dehydrogenase (ubiquinone) activity",41,0,0.01,419,"1.0000","1.0000"
"420","GO:0008138","protein tyrosine/serine/threonine phosphatase activity",17,0,0,420,"1.0000","1.0000"
"421","GO:0008139","nuclear localization sequence binding",23,0,0.01,421,"1.0000","1.0000"
"422","GO:0008143","poly(A) binding",21,0,0.01,422,"1.0000","1.0000"
"423","GO:0008146","sulfotransferase activity",15,0,0,423,"1.0000","1.0000"
"424","GO:0008168","methyltransferase activity",235,0,0.06,424,"1.0000","1.0000"
"425","GO:0008169","C-methyltransferase activity",10,0,0,425,"1.0000","1.0000"
"426","GO:0008170","N-methyltransferase activity",78,0,0.02,426,"1.0000","1.0000"
"427","GO:0008171","O-methyltransferase activity",35,0,0.01,427,"1.0000","1.0000"
"428","GO:0008172","S-methyltransferase activity",10,0,0,428,"1.0000","1.0000"
"429","GO:0008173","RNA methyltransferase activity",60,0,0.02,429,"1.0000","1.0000"
"430","GO:0008174","mRNA methyltransferase activity",5,0,0,430,"1.0000","1.0000"
"431","GO:0008175","tRNA methyltransferase activity",18,0,0,431,"1.0000","1.0000"
"432","GO:0008177","succinate dehydrogenase (ubiquinone) activity",6,0,0,432,"1.0000","1.0000"
"433","GO:0008186","ATP-dependent activity, acting on RNA",96,0,0.03,433,"1.0000","1.0000"
"434","GO:0008187","poly-pyrimidine tract binding",27,0,0.01,434,"1.0000","1.0000"
"435","GO:0008194","UDP-glycosyltransferase activity",245,0,0.07,435,"1.0000","1.0000"
"436","GO:0008195","phosphatidate phosphatase activity",8,0,0,436,"1.0000","1.0000"
"437","GO:0008198","ferrous iron binding",17,0,0,437,"1.0000","1.0000"
"438","GO:0008199","ferric iron binding",11,0,0,438,"1.0000","1.0000"
"439","GO:0008233","peptidase activity",470,0,0.13,439,"1.0000","1.0000"
"440","GO:0008234","cysteine-type peptidase activity",139,0,0.04,440,"1.0000","1.0000"
"441","GO:0008235","metalloexopeptidase activity",19,0,0.01,441,"1.0000","1.0000"
"442","GO:0008236","serine-type peptidase activity",141,0,0.04,442,"1.0000","1.0000"
"443","GO:0008237","metallopeptidase activity",99,0,0.03,443,"1.0000","1.0000"
"444","GO:0008238","exopeptidase activity",77,0,0.02,444,"1.0000","1.0000"
"445","GO:0008239","dipeptidyl-peptidase activity",8,0,0,445,"1.0000","1.0000"
"446","GO:0008242","omega peptidase activity",10,0,0,446,"1.0000","1.0000"
"447","GO:0008251","tRNA-specific adenosine deaminase activity",8,0,0,447,"1.0000","1.0000"
"448","GO:0008252","nucleotidase activity",13,0,0,448,"1.0000","1.0000"
"449","GO:0008253","5'-nucleotidase activity",5,0,0,449,"1.0000","1.0000"
"450","GO:0008266","poly(U) RNA binding",23,0,0.01,450,"1.0000","1.0000"
"451","GO:0008270","zinc ion binding",630,0,0.17,451,"1.0000","1.0000"
"452","GO:0008271","secondary active sulfate transmembrane transporter activity",12,0,0,452,"1.0000","1.0000"
"453","GO:0008276","protein methyltransferase activity",93,0,0.03,453,"1.0000","1.0000"
"454","GO:0008289","lipid binding",298,0,0.08,454,"1.0000","1.0000"
"455","GO:0008296","3'-5'-DNA exonuclease activity",9,0,0,455,"1.0000","1.0000"
"456","GO:0008308","voltage-gated monoatomic anion channel activity",22,0,0.01,456,"1.0000","1.0000"
"457","GO:0008309","double-stranded DNA exodeoxyribonuclease activity",5,0,0,457,"1.0000","1.0000"
"458","GO:0008312","7S RNA binding",9,0,0,458,"1.0000","1.0000"
"459","GO:0008318","protein prenyltransferase activity",9,0,0,459,"1.0000","1.0000"
"460","GO:0008320","protein transmembrane transporter activity",66,0,0.02,460,"1.0000","1.0000"
"461","GO:0008327","methyl-CpG binding",16,0,0,461,"1.0000","1.0000"
"462","GO:0008353","RNA polymerase II CTD heptapeptide repeat kinase activity",40,0,0.01,462,"1.0000","1.0000"
"463","GO:0008374","O-acyltransferase activity",109,0,0.03,463,"1.0000","1.0000"
"464","GO:0008375","acetylglucosaminyltransferase activity",26,0,0.01,464,"1.0000","1.0000"
"465","GO:0008378","galactosyltransferase activity",44,0,0.01,465,"1.0000","1.0000"
"466","GO:0008379","thioredoxin peroxidase activity",6,0,0,466,"1.0000","1.0000"
"467","GO:0008381","mechanosensitive monoatomic ion channel activity",15,0,0,467,"1.0000","1.0000"
"468","GO:0008408","3'-5' exonuclease activity",64,0,0.02,468,"1.0000","1.0000"
"469","GO:0008409","5'-3' exonuclease activity",17,0,0,469,"1.0000","1.0000"
"470","GO:0008417","fucosyltransferase activity",15,0,0,470,"1.0000","1.0000"
"471","GO:0008420","RNA polymerase II CTD heptapeptide repeat phosphatase activity",17,0,0,471,"1.0000","1.0000"
"472","GO:0008422","beta-glucosidase activity",101,0,0.03,472,"1.0000","1.0000"
"473","GO:0008441","3'(2'),5'-bisphosphate nucleotidase activity",6,0,0,473,"1.0000","1.0000"
"474","GO:0008443","phosphofructokinase activity",15,0,0,474,"1.0000","1.0000"
"475","GO:0008453","alanine-glyoxylate transaminase activity",5,0,0,475,"1.0000","1.0000"
"476","GO:0008474","palmitoyl-(protein) hydrolase activity",7,0,0,476,"1.0000","1.0000"
"477","GO:0008477","purine nucleosidase activity",5,0,0,477,"1.0000","1.0000"
"478","GO:0008483","transaminase activity",52,0,0.01,478,"1.0000","1.0000"
"479","GO:0008506","sucrose:proton symporter activity",11,0,0,479,"1.0000","1.0000"
"480","GO:0008509","monoatomic anion transmembrane transporter activity",30,0,0.01,480,"1.0000","1.0000"
"481","GO:0008514","organic anion transmembrane transporter activity",178,0,0.05,481,"1.0000","1.0000"
"482","GO:0008515","sucrose transmembrane transporter activity",21,0,0.01,482,"1.0000","1.0000"
"483","GO:0008517","folic acid transmembrane transporter activity",6,0,0,483,"1.0000","1.0000"
"484","GO:0008519","ammonium transmembrane transporter activity",9,0,0,484,"1.0000","1.0000"
"485","GO:0008526","phosphatidylinositol transfer activity",10,0,0,485,"1.0000","1.0000"
"486","GO:0008551","P-type cadmium transporter activity",5,0,0,486,"1.0000","1.0000"
"487","GO:0008553","P-type proton-exporting transporter activity",13,0,0,487,"1.0000","1.0000"
"488","GO:0008574","plus-end-directed microtubule motor activity",20,0,0.01,488,"1.0000","1.0000"
"489","GO:0008641","ubiquitin-like modifier activating enzyme activity",17,0,0,489,"1.0000","1.0000"
"490","GO:0008649","rRNA methyltransferase activity",24,0,0.01,490,"1.0000","1.0000"
"491","GO:0008705","methionine synthase activity",5,0,0,491,"1.0000","1.0000"
"492","GO:0008725","DNA-3-methyladenine glycosylase activity",8,0,0,492,"1.0000","1.0000"
"493","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity",164,0,0.05,493,"1.0000","1.0000"
"494","GO:0008810","cellulase activity",24,0,0.01,494,"1.0000","1.0000"
"495","GO:0008821","crossover junction DNA endonuclease activity",6,0,0,495,"1.0000","1.0000"
"496","GO:0008865","fructokinase activity",13,0,0,496,"1.0000","1.0000"
"497","GO:0008878","glucose-1-phosphate adenylyltransferase activity",6,0,0,497,"1.0000","1.0000"
"498","GO:0008889","glycerophosphodiester phosphodiesterase activity",13,0,0,498,"1.0000","1.0000"
"499","GO:0008893","guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",6,0,0,499,"1.0000","1.0000"
"500","GO:0008948","oxaloacetate decarboxylase activity",9,0,0,500,"1.0000","1.0000"
"501","GO:0008970","phospholipase A1 activity",15,0,0,501,"1.0000","1.0000"
"502","GO:0009008","DNA-methyltransferase activity",7,0,0,502,"1.0000","1.0000"
"503","GO:0009011","starch synthase activity",5,0,0,503,"1.0000","1.0000"
"504","GO:0009041","uridylate kinase activity",6,0,0,504,"1.0000","1.0000"
"505","GO:0009044","xylan 1,4-beta-xylosidase activity",14,0,0,505,"1.0000","1.0000"
"506","GO:0009055","electron transfer activity",141,0,0.04,506,"1.0000","1.0000"
"507","GO:0009378","four-way junction helicase activity",10,0,0,507,"1.0000","1.0000"
"508","GO:0009669","sucrose:monoatomic cation symporter activity",11,0,0,508,"1.0000","1.0000"
"509","GO:0009678","pyrophosphate hydrolysis-driven proton transmembrane transporter activity",54,0,0.01,509,"1.0000","1.0000"
"510","GO:0009815","1-aminocyclopropane-1-carboxylate oxidase activity",8,0,0,510,"1.0000","1.0000"
"511","GO:0009824","AMP dimethylallyltransferase activity",9,0,0,511,"1.0000","1.0000"
"512","GO:0009881","photoreceptor activity",9,0,0,512,"1.0000","1.0000"
"513","GO:0009882","blue light photoreceptor activity",5,0,0,513,"1.0000","1.0000"
"514","GO:0009916","alternative oxidase activity",6,0,0,514,"1.0000","1.0000"
"515","GO:0009922","fatty acid elongase activity",27,0,0.01,515,"1.0000","1.0000"
"516","GO:0009924","octadecanal decarbonylase activity",5,0,0,516,"1.0000","1.0000"
"517","GO:0009927","histidine phosphotransfer kinase activity",9,0,0,517,"1.0000","1.0000"
"518","GO:0009931","calcium-dependent protein serine/threonine kinase activity",56,0,0.02,518,"1.0000","1.0000"
"519","GO:0009975","cyclase activity",16,0,0,519,"1.0000","1.0000"
"520","GO:0009977","proton motive force dependent protein transmembrane transporter activity",7,0,0,520,"1.0000","1.0000"
"521","GO:0009979","16:0 monogalactosyldiacylglycerol desaturase activity",7,0,0,521,"1.0000","1.0000"
"522","GO:0009982","pseudouridine synthase activity",20,0,0.01,522,"1.0000","1.0000"
"523","GO:0010011","auxin binding",8,0,0,523,"1.0000","1.0000"
"524","GO:0010181","FMN binding",29,0,0.01,524,"1.0000","1.0000"
"525","GO:0010242","oxygen evolving activity",5,0,0,525,"1.0000","1.0000"
"526","GO:0010279","indole-3-acetic acid amido synthetase activity",5,0,0,526,"1.0000","1.0000"
"527","GO:0010294","abscisic acid glucosyltransferase activity",11,0,0,527,"1.0000","1.0000"
"528","GO:0010333","terpene synthase activity",9,0,0,528,"1.0000","1.0000"
"529","GO:0010340","carboxyl-O-methyltransferase activity",5,0,0,529,"1.0000","1.0000"
"530","GO:0010385","double-stranded methylated DNA binding",20,0,0.01,530,"1.0000","1.0000"
"531","GO:0010427","abscisic acid binding",16,0,0,531,"1.0000","1.0000"
"532","GO:0010428","methyl-CpNpG binding",6,0,0,532,"1.0000","1.0000"
"533","GO:0010429","methyl-CpNpN binding",6,0,0,533,"1.0000","1.0000"
"534","GO:0010436","carotenoid dioxygenase activity",9,0,0,534,"1.0000","1.0000"
"535","GO:0010484","histone H3 acetyltransferase activity",6,0,0,535,"1.0000","1.0000"
"536","GO:0010857","calcium-dependent protein kinase activity",56,0,0.02,536,"1.0000","1.0000"
"537","GO:0010997","anaphase-promoting complex binding",8,0,0,537,"1.0000","1.0000"
"538","GO:0015020","glucuronosyltransferase activity",26,0,0.01,538,"1.0000","1.0000"
"539","GO:0015035","protein-disulfide reductase activity",31,0,0.01,539,"1.0000","1.0000"
"540","GO:0015036","disulfide oxidoreductase activity",45,0,0.01,540,"1.0000","1.0000"
"541","GO:0015038","glutathione disulfide oxidoreductase activity",14,0,0,541,"1.0000","1.0000"
"542","GO:0015085","calcium ion transmembrane transporter activity",67,0,0.02,542,"1.0000","1.0000"
"543","GO:0015086","cadmium ion transmembrane transporter activity",15,0,0,543,"1.0000","1.0000"
"544","GO:0015095","magnesium ion transmembrane transporter activity",18,0,0,544,"1.0000","1.0000"
"545","GO:0015098","molybdate ion transmembrane transporter activity",6,0,0,545,"1.0000","1.0000"
"546","GO:0015101","organic cation transmembrane transporter activity",19,0,0.01,546,"1.0000","1.0000"
"547","GO:0015103","inorganic anion transmembrane transporter activity",112,0,0.03,547,"1.0000","1.0000"
"548","GO:0015108","chloride transmembrane transporter activity",13,0,0,548,"1.0000","1.0000"
"549","GO:0015112","nitrate transmembrane transporter activity",29,0,0.01,549,"1.0000","1.0000"
"550","GO:0015114","phosphate ion transmembrane transporter activity",32,0,0.01,550,"1.0000","1.0000"
"551","GO:0015116","sulfate transmembrane transporter activity",17,0,0,551,"1.0000","1.0000"
"552","GO:0015119","hexose phosphate transmembrane transporter activity",7,0,0,552,"1.0000","1.0000"
"553","GO:0015120","phosphoglycerate transmembrane transporter activity",6,0,0,553,"1.0000","1.0000"
"554","GO:0015131","oxaloacetate transmembrane transporter activity",5,0,0,554,"1.0000","1.0000"
"555","GO:0015136","sialic acid transmembrane transporter activity",5,0,0,555,"1.0000","1.0000"
"556","GO:0015140","malate transmembrane transporter activity",7,0,0,556,"1.0000","1.0000"
"557","GO:0015144","carbohydrate transmembrane transporter activity",84,0,0.02,557,"1.0000","1.0000"
"558","GO:0015145","monosaccharide transmembrane transporter activity",27,0,0.01,558,"1.0000","1.0000"
"559","GO:0015149","hexose transmembrane transporter activity",13,0,0,559,"1.0000","1.0000"
"560","GO:0015152","glucose-6-phosphate transmembrane transporter activity",7,0,0,560,"1.0000","1.0000"
"561","GO:0015154","disaccharide transmembrane transporter activity",23,0,0.01,561,"1.0000","1.0000"
"562","GO:0015157","oligosaccharide transmembrane transporter activity",23,0,0.01,562,"1.0000","1.0000"
"563","GO:0015165","pyrimidine nucleotide-sugar transmembrane transporter activity",23,0,0.01,563,"1.0000","1.0000"
"564","GO:0015171","amino acid transmembrane transporter activity",77,0,0.02,564,"1.0000","1.0000"
"565","GO:0015172","acidic amino acid transmembrane transporter activity",13,0,0,565,"1.0000","1.0000"
"566","GO:0015173","aromatic amino acid transmembrane transporter activity",5,0,0,566,"1.0000","1.0000"
"567","GO:0015174","basic amino acid transmembrane transporter activity",18,0,0,567,"1.0000","1.0000"
"568","GO:0015175","neutral L-amino acid transmembrane transporter activity",19,0,0.01,568,"1.0000","1.0000"
"569","GO:0015179","L-amino acid transmembrane transporter activity",29,0,0.01,569,"1.0000","1.0000"
"570","GO:0015186","L-glutamine transmembrane transporter activity",6,0,0,570,"1.0000","1.0000"
"571","GO:0015189","L-lysine transmembrane transporter activity",5,0,0,571,"1.0000","1.0000"
"572","GO:0015193","L-proline transmembrane transporter activity",6,0,0,572,"1.0000","1.0000"
"573","GO:0015204","urea transmembrane transporter activity",8,0,0,573,"1.0000","1.0000"
"574","GO:0015205","nucleobase transmembrane transporter activity",24,0,0.01,574,"1.0000","1.0000"
"575","GO:0015211","purine nucleoside transmembrane transporter activity",16,0,0,575,"1.0000","1.0000"
"576","GO:0015215","nucleotide transmembrane transporter activity",27,0,0.01,576,"1.0000","1.0000"
"577","GO:0015216","purine nucleotide transmembrane transporter activity",23,0,0.01,577,"1.0000","1.0000"
"578","GO:0015217","ADP transmembrane transporter activity",12,0,0,578,"1.0000","1.0000"
"579","GO:0015232","heme transmembrane transporter activity",8,0,0,579,"1.0000","1.0000"
"580","GO:0015245","fatty acid transmembrane transporter activity",9,0,0,580,"1.0000","1.0000"
"581","GO:0015248","sterol transporter activity",12,0,0,581,"1.0000","1.0000"
"582","GO:0015250","water channel activity",31,0,0.01,582,"1.0000","1.0000"
"583","GO:0015252","proton channel activity",34,0,0.01,583,"1.0000","1.0000"
"584","GO:0015267","channel activity",203,0,0.06,584,"1.0000","1.0000"
"585","GO:0015271","outward rectifier potassium channel activity",9,0,0,585,"1.0000","1.0000"
"586","GO:0015276","ligand-gated monoatomic ion channel activity",31,0,0.01,586,"1.0000","1.0000"
"587","GO:0015292","uniporter activity",7,0,0,587,"1.0000","1.0000"
"588","GO:0015293","symporter activity",40,0,0.01,588,"1.0000","1.0000"
"589","GO:0015294","solute:monoatomic cation symporter activity",35,0,0.01,589,"1.0000","1.0000"
"590","GO:0015295","solute:proton symporter activity",28,0,0.01,590,"1.0000","1.0000"
"591","GO:0015315","organophosphate:inorganic phosphate antiporter activity",7,0,0,591,"1.0000","1.0000"
"592","GO:0015368","calcium:monoatomic cation antiporter activity",10,0,0,592,"1.0000","1.0000"
"593","GO:0015369","calcium:proton antiporter activity",5,0,0,593,"1.0000","1.0000"
"594","GO:0015450","protein-transporting ATPase activity",32,0,0.01,594,"1.0000","1.0000"
"595","GO:0015453","oxidoreduction-driven active transmembrane transporter activity",63,0,0.02,595,"1.0000","1.0000"
"596","GO:0015526","hexose-phosphate:inorganic phosphate antiporter activity",5,0,0,596,"1.0000","1.0000"
"597","GO:0015556","C4-dicarboxylate transmembrane transporter activity",8,0,0,597,"1.0000","1.0000"
"598","GO:0015562","efflux transmembrane transporter activity",17,0,0,598,"1.0000","1.0000"
"599","GO:0015605","organophosphate ester transmembrane transporter activity",40,0,0.01,599,"1.0000","1.0000"
"600","GO:0015631","tubulin binding",190,0,0.05,600,"1.0000","1.0000"
"601","GO:0015645","fatty acid ligase activity",19,0,0.01,601,"1.0000","1.0000"
"602","GO:0015651","quaternary ammonium group transmembrane transporter activity",7,0,0,602,"1.0000","1.0000"
"603","GO:0015662","P-type ion transporter activity",52,0,0.01,603,"1.0000","1.0000"
"604","GO:0015923","mannosidase activity",20,0,0.01,604,"1.0000","1.0000"
"605","GO:0015924","mannosyl-oligosaccharide mannosidase activity",7,0,0,605,"1.0000","1.0000"
"606","GO:0015925","galactosidase activity",25,0,0.01,606,"1.0000","1.0000"
"607","GO:0015926","glucosidase activity",115,0,0.03,607,"1.0000","1.0000"
"608","GO:0015928","fucosidase activity",5,0,0,608,"1.0000","1.0000"
"609","GO:0015932","nucleobase-containing compound transmembrane transporter activity",81,0,0.02,609,"1.0000","1.0000"
"610","GO:0016004","phospholipase activator activity",6,0,0,610,"1.0000","1.0000"
